0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
62.48357,59.308678,63.23844,67.61515,58.82923,58.829315,67.896065,63.837173,57.65263,62.7128,57.68291,57.671352,61.209812,50.433598,51.375412,57.18856,54.935844,61.571236,55.45988,52.93848,67.32825,58.871117,60.337643,52.87626,57.278088,60.55461,54.245033,61.87849,56.996807,58.54153,56.991467,69.26139,59.932514,54.711445,64.112724,53.895782,61.04432,50.20165,53.35907,60.984306,63.692333,60.856842,59.421757,58.49448,52.60739,56.40078,57.696808,65.285614,61.71809,51.1848,61.62042,58.07459,56.61539,63.05838,65.155,64.6564,55.803913,58.453938,61.65632,64.87772,57.60413,59.071705,54.468327,54.018967,64.06263,66.7812,59.63995,65.01766,61.80818,56.774403,61.806976,67.690186,59.82087,67.82322,46.901276,64.10951,60.435234,58.504963,60.458805,50.062157,58.90164,61.785564,67.38947,57.40865,55.95753,57.491215,64.57701,61.643757,57.3512,62.566338,60.485386,64.84322,56.489735,58.36169,58.03946,52.682426,61.480602,61.305275,60.025566,58.827065,52.923145,57.896774,58.286427,55.988613,59.193573,62.020256,69.43093,60.87289,61.28775,59.62777,50.406143,59.86743,60.30115,72.31621,59.038197,61.507736,59.826443,54.15661,65.71411,63.759666,63.95516,55.453064,67.01397,52.990746,62.934284,70.95228,55.047318,57.16851,60.498257,57.48262,52.24668,60.342815,54.68848,62.36796,55.402878,67.74967,56.083733,58.389694,64.06759,53.84568,61.1373,66.53571,51.962585,60.92317,61.299416,63.909115,53.815247,53.397717,62.609707,61.484924,61.252464,61.732243,56.599876,61.16127,61.465363,56.42824,69.32887,62.369164,54.043484,63.28277,55.12659,63.935425,65.79298,55.896587,64.81688,62.063904,64.1103,69.48396,58.77306,56.23132,55.55243,55.920948,59.61449,61.70576,61.383453,64.13592,60.06501,67.26767,58.676716,73.600845,63.128338,55.71421,54.64554,62.41236,58.882687,63.570004,62.366188,59.635857,55.766033,52.425762,57.767426,64.282,61.07047,53.771305,60.865906,61.926586,55.58071,60.768627,60.291042,54.28515
54.35474,57.3774,62.446873,53.889362,63.56499,58.798374,58.125896,63.5548,62.221317,58.195168,65.796646,54.594685,63.079678,62.965508,58.452267,61.630665,53.74443,64.62013,59.07549,57.386383,65.24505,56.478283,52.957695,52.216854,63.03005,53.597855,68.77397,49.59035,68.482285,61.055088,59.516434,57.275406,61.99568,59.811825,65.51651,60.571136,60.75151,58.18194,59.71527,61.53901,51.449158,53.25907,63.71632,60.85433,59.080082,60.09217,61.737907,57.3012,56.108475,60.979225,55.108135,62.041264,51.487083,65.145775,62.362988,61.280148,64.91345,68.32737,65.07185,50.795628,53.602116,56.875908,60.130455,62.588295,56.37128,60.933834,56.223083,56.94241,52.966694,55.383835,53.241577,55.120632,65.26821,55.253006,73.16191,62.46659,60.92418,55.70821,63.50155,57.12181,60.61005,72.80042,59.5197,65.74637,56.48412,59.825058,68.854004,56.865166,69.06224,63.53876,57.187668,63.162037,64.86277,63.10905,52.148876,56.364315,58.762405,59.627834,63.10336,60.888504,53.323277,61.90099,63.05293,62.798954,65.4039,64.16961,62.295902,59.64917,51.695194,62.14809,61.038437,61.357895,53.616257,54.59472,65.26576,59.802223,63.407505,60.14159,60.14878,64.69142,57.419777,60.480602,57.688625,57.82752,58.45414,61.11067,57.60626,66.27878,55.526962,59.065643,57.801346,67.234886,60.982773,65.159225,52.572197,61.33525,64.44815,60.41142,65.3274,57.41356,67.04674,71.49449,58.185806,57.772488,67.26692,67.89786,57.3857,57.899067,58.591076,53.27775,55.406742,54.979298,56.16101,59.826576,61.171074,67.7525,55.00823,64.921616,58.930058,59.75268,63.374096,54.38639,61.91205,60.83226,62.462257,61.445843,72.2765,56.8113,57.345016,56.884296,57.222614,56.813065,65.94508,67.10252,57.146267,55.838223,62.35708,57.238884,63.164658,61.014614,52.42128,67.737526,68.979385,56.936058,58.061493,61.429325,61.672283,63.29272,70.051025,59.115265,56.008514,53.103405,56.34535,59.834366,68.972786,57.411945,61.11894,59.917885,65.94196,72.63466
60.5979,55.134655,65.98286,59.20735,59.863476,55.33366,57.78359,55.575985,59.13527,68.55854,53.140495,51.932194,67.35585,58.95338,56.654636,65.199524,56.971924,69.13005,63.38963,57.560444,70.786545,56.971424,63.710476,61.496464,66.508705,67.807556,60.16002,56.23291,62.299862,56.611423,70.06693,60.68268,58.173393,60.9234,53.26437,55.14193,66.00207,56.71553,54.765446,62.68326,65.92852,63.594765,64.98024,56.216026,52.890945,67.50667,58.3866,58.745834,66.64097,62.78115,62.279438,70.82501,56.78241,64.6392,60.285065,61.34296,67.64234,62.539177,62.69148,65.36253,58.175236,55.80395,54.775955,50.168217,70.28104,54.48396,58.89373,58.615932,61.537033,64.07869,64.30237,57.084614,59.16439,61.4129,58.756546,68.03673,62.454876,63.67439,63.314407,65.86737,60.90511,53.51584,61.99844,56.743214,57.35692,62.93182,66.191414,60.106358,61.544167,68.51108,61.203766,73.008415,62.82755,51.196186,63.76671,61.905792,66.44876,63.365906,59.30772,53.87851,58.954884,55.7474,57.09738,62.94289,68.349525,61.97336,54.020584,62.223015,65.983154,56.951084,59.329914,60.07344,56.07551,63.2414,59.39526,62.097664,55.56254,57.81271,63.611908,58.135834,68.63482,58.00182,61.123425,64.66296,52.908173,51.195957,52.37172,66.31292,57.240707,72.79099,57.17876,60.922756,67.71055,70.030464,70.30752,66.04183,65.120316,62.962635,63.891804,57.244072,55.909004,59.983128,59.14908,57.73386,63.481937,64.77653,60.442036,67.38765,54.291553,59.031704,56.41589,50.667316,59.586597,59.391262,67.567245,63.154057,54.879066,69.27046,66.10517,62.91049,58.86758,55.202805,58.138966,65.44374,69.42293,67.71622,57.55575,54.401913,60.70443,51.157803,61.615837,59.261986,57.66982,52.026485,62.568,57.336494,54.150417,45.638687,59.862427,68.86126,68.3063,57.71452,56.98894,62.343872,55.00807,61.50896,63.830402,66.13467,59.49923,58.981632,55.61009,55.865597,58.867607,61.836826,64.567924,55.984104,67.46344,58.644382,59.89316,56.263943
60.761776,55.8879,65.605156,60.001034,59.9535,58.360527,60.775955,64.12549,55.66435,56.70942,58.48137,53.270645,55.90371,57.618896,64.37195,61.312805,60.96795,64.254486,59.31314,61.952324,59.48389,61.326813,57.08621,47.805916,59.328606,67.11374,64.63108,64.82699,66.18066,60.443287,60.98658,56.91174,58.419636,63.078857,66.019424,59.30277,57.749054,60.00264,63.006035,52.780727,48.519096,57.247314,53.89644,57.459297,59.261097,57.733757,67.26234,61.633724,61.502373,63.111034,54.305836,65.19556,59.621178,63.3524,54.640713,52.231205,64.08945,61.882046,55.489742,55.651684,65.627174,54.05294,68.21336,55.496895,63.19196,58.356907,63.015938,57.27943,59.186035,60.204597,54.989063,63.70412,57.433933,58.857002,55.02825,47.18833,59.04486,72.06308,63.923023,59.903698,58.685547,60.112328,62.735596,54.095936,65.57161,63.57691,63.590927,62.19238,60.098083,63.364307,62.959072,58.229797,57.131992,60.50928,67.7451,53.804466,52.662373,60.823803,60.25444,60.866707,61.219765,58.883987,67.44932,51.99548,55.857513,59.483727,51.784058,59.120728,68.30735,60.10443,61.153503,53.699177,56.918194,58.12402,58.411423,66.40822,62.788456,54.44271,61.232525,62.491108,65.700745,67.9027,54.92453,55.945713,53.712112,58.8299,62.33179,64.936676,59.620243,58.40076,60.75879,55.824284,70.44769,51.961697,60.923702,70.118034,60.034,59.049805,58.212772,59.09804,66.86424,48.94069,67.66717,52.880215,58.666737,57.85378,62.94277,52.009377,62.310863,70.12155,53.18413,60.948532,56.69009,62.129436,60.095737,56.792564,62.43936,69.02174,59.045483,63.59879,53.533634,55.21782,62.36203,67.42058,61.77807,58.43471,59.996456,53.747963,63.022575,64.41167,57.739548,57.649788,61.32939,57.816402,59.66934,70.49861,58.76487,58.208298,56.76229,63.72096,59.09388,56.753136,66.60652,67.098015,56.997883,50.6673,65.03757,56.57685,63.95313,50.149483,64.46299,53.94414,63.65382,60.071365,55.230305,57.964817,63.43159,60.529472,62.922066,69.8822
69.812935,60.01848,65.05731,66.70738,56.28758,57.57347,66.15437,68.42507,62.814404,55.60093,69.9353,57.345146,58.32431,61.71169,67.770805,64.26988,62.07433,62.316444,60.217575,62.7907,47.3522,58.516964,61.206608,54.24493,61.931618,58.977642,68.77738,67.8651,57.67097,59.24581,59.63026,57.741703,60.975124,56.20859,54.346924,63.113556,63.147648,55.97842,64.476776,56.84211,61.265827,64.10172,59.831936,62.273705,57.41785,59.017666,58.970703,56.26711,59.11613,52.25691,57.54423,58.575623,58.7191,58.79251,59.691177,62.39721,64.37259,56.751175,53.983997,54.78978,57.563984,58.240395,56.15002,53.519417,57.719395,60.90713,62.975147,57.212883,57.93501,55.36651,59.842804,55.75786,62.86564,51.070667,58.20185,61.505535,60.919174,73.46517,61.749,54.97973,59.52268,51.118767,59.597,55.83472,64.57695,57.2523,59.416172,56.822212,68.69426,58.393787,69.16279,64.070755,62.410336,61.843666,61.968987,50.361637,58.605583,64.22579,59.755512,52.974052,59.737976,68.52053,66.23446,59.68998,64.75725,58.167465,51.48064,55.37767,67.814445,58.630035,58.78308,58.50081,69.52068,68.12979,71.0939,59.204773,61.478123,52.416786,67.384674,54.161102,61.083878,54.51349,57.055664,55.813686,56.960625,57.304386,57.258656,64.16667,54.475685,61.102707,66.0898,57.434017,56.410404,58.847378,65.89863,60.97054,57.34393,62.419384,54.48854,63.4068,62.043037,58.460957,55.80707,55.566597,62.674088,66.144905,56.81346,62.291935,49.564865,57.076912,59.844704,55.451584,55.317467,56.661102,61.460964,59.063354,48.808846,49.3965,56.965675,62.288433,46.262474,57.50135,57.36876,66.94169,58.07489,61.914944,60.706287,49.347168,63.841038,61.076984,62.541344,79.63119,49.579433,68.62348,58.562763,61.436646,59.772438,57.87882,57.150837,61.647545,52.41413,63.752895,57.91903,54.349655,57.749935,66.28574,57.323326,61.792267,56.34522,63.789608,63.42754,69.24304,59.12218,63.343273,60.490337,66.47936,56.405838,63.725025,59.026512,59.679058
47.338768,63.410347,60.63089,58.887627,70.234314,56.625328,57.98462,69.95776,55.839695,57.249424,59.264874,64.203674,61.039013,53.536873,57.339157,56.963226,59.613895,62.12922,62.09103,51.11994,65.3197,61.262844,66.92266,62.220993,65.506615,62.332726,66.73113,62.61125,59.510426,71.362175,64.44518,62.86872,53.618477,53.55846,61.463577,60.727608,56.929386,60.704914,67.94314,63.477013,54.294956,59.442455,55.975166,58.0615,57.931923,57.61177,53.724323,59.361725,57.19696,45.352757,70.26486,65.44385,58.118496,60.094097,54.141727,68.478615,69.48644,60.78347,65.11765,60.876434,53.316372,57.940884,60.65964,57.72726,58.906734,59.543003,59.595608,60.26129,54.696976,56.41492,53.57708,64.88908,49.471764,65.76795,66.93175,58.489098,46.984314,58.193447,59.67908,54.94701,57.42391,67.65098,63.324635,55.37718,52.012005,58.364914,58.932716,62.480995,57.323418,62.5575,69.67577,64.07751,59.759556,59.084248,58.216633,65.903206,56.863434,60.226112,60.25599,57.491077,53.137672,61.614872,59.69498,62.5012,57.331997,66.1041,55.61613,68.5602,51.261818,62.17385,62.377155,56.022213,62.12197,66.39759,48.915905,62.513725,47.533646,55.171677,68.14583,57.09109,54.1306,59.01031,70.33953,50.841587,54.74345,67.48716,69.28851,59.482845,53.804737,70.47922,67.97221,63.394733,55.93799,59.754852,59.1982,61.654255,67.255005,64.39709,54.61312,66.882484,61.565662,63.43533,67.3327,54.4421,59.820873,57.342728,52.1607,61.73355,72.557785,50.79961,59.838596,63.202713,60.61539,59.43436,53.503918,61.163933,56.21618,49.050392,65.97296,64.79193,60.258305,61.145374,65.37159,61.121696,64.52009,58.51259,66.55992,61.603928,60.97026,53.649696,61.43478,55.840225,56.808586,55.923122,54.668827,70.623856,66.65669,69.60184,53.885525,60.35627,53.532463,56.521526,55.409367,66.19792,58.018852,65.341896,63.020603,71.518196,52.60278,66.296165,65.7322,55.133106,65.03567,61.680725,58.862617,55.88032,56.404453,70.24906,60.003414,63.91065
64.29793,60.399006,65.69778,58.06319,54.506897,67.10252,59.4326,61.10779,66.17376,54.840225,62.977455,57.050526,59.339153,60.361393,52.49889,56.105816,66.75536,64.430954,59.686802,61.21562,58.528786,66.78291,58.998238,61.15921,65.73015,56.113144,67.793945,52.347694,68.14821,58.136623,58.786507,50.54995,57.726025,54.80097,56.96177,59.313446,64.788956,61.038017,61.538383,54.522404,55.59623,68.99362,56.323994,68.281044,58.784695,60.01144,65.35183,66.35946,59.44594,58.058784,59.720398,61.68979,64.45652,60.02115,63.094433,68.191795,61.906548,61.558266,52.405445,46.846348,61.94188,59.52588,57.426086,61.21765,59.697983,65.6389,60.430553,56.265385,64.95083,58.914345,62.632683,57.612946,56.750866,60.42084,60.064144,62.399136,58.656773,50.818203,57.836132,63.969093,58.51312,58.76808,64.931885,56.440132,52.285984,59.196846,57.579132,55.16877,59.123108,62.457527,59.953556,61.534904,69.06704,58.285606,61.391743,57.453934,55.7682,57.075462,57.60621,61.79738,71.74538,56.419785,57.916874,59.684383,61.978992,61.317753,66.42048,47.86804,48.06535,57.52061,65.4865,52.17176,44.961838,62.855896,61.218285,54.548958,55.072304,55.151283,60.552677,56.868423,62.470318,45.726868,55.71574,54.36973,58.718296,57.30976,63.98922,50.703316,60.22746,62.791683,69.28323,57.59117,61.62229,50.980686,48.04022,64.22387,59.9722,65.89256,53.132984,62.59951,69.344086,62.09853,61.382908,60.04278,52.14559,66.77786,56.945713,62.522415,52.18483,54.102703,67.17544,58.26349,67.26638,59.60885,50.790512,64.460335,57.050537,63.493443,60.126053,52.28441,60.821472,70.98112,62.46493,59.71241,65.37672,61.05334,61.047672,54.541874,61.16924,65.177216,55.81969,67.12248,59.54147,55.561153,64.98816,58.56603,63.797573,58.541206,59.70087,62.4678,61.454487,50.022343,54.39378,64.64705,59.339317,57.381344,53.20713,54.60132,49.891006,59.493595,57.007812,55.16706,59.65938,61.819855,70.46599,52.440582,65.796906,64.86551,56.104538,61.01618
58.736183,65.147064,63.98351,60.075916,55.12597,63.22794,60.096905,48.398422,63.91315,59.878838,66.01225,54.523647,44.11648,61.39542,61.457817,51.546642,55.107502,73.77609,58.471947,63.654797,56.7467,49.548485,59.14871,58.671978,58.00061,59.426796,61.321342,59.249416,53.67997,62.430923,50.25314,49.74821,63.695904,62.535103,59.713024,53.02276,56.460445,58.686268,52.02053,56.304855,63.26165,67.13653,57.902824,63.78244,50.4297,63.297256,55.98026,61.536728,58.76124,66.60207,55.627823,63.13803,58.602463,59.208473,59.08073,55.771633,59.929504,59.68676,61.2062,60.422527,63.98997,64.617546,54.746883,64.343864,54.068317,62.939278,63.098694,50.443417,60.464897,57.65752,56.206173,66.754265,56.731606,55.968117,60.378475,63.427948,59.291756,65.831856,62.654877,49.108944,57.352665,57.19079,62.396805,46.875916,72.74505,62.655132,60.744385,65.90784,71.71827,64.35374,64.744064,60.65345,59.29237,57.62102,55.86944,56.56493,53.24722,59.620644,51.576664,60.954582,59.818348,60.734676,57.389343,75.3843,66.80058,53.777287,61.16434,56.95997,54.9276,53.29964,62.161083,56.593098,64.83913,64.96891,66.869576,55.738068,62.376827,63.16227,57.62911,56.14114,68.0476,61.137478,63.17984,55.88962,53.903576,57.152752,59.379894,54.6789,59.950775,51.557472,54.39976,63.354557,63.01895,58.040615,54.91118,54.862984,58.13366,63.22259,64.64123,57.51734,54.232536,61.33922,55.882324,57.408737,66.62638,64.135574,60.78987,53.640404,61.056984,65.313286,58.12183,66.75557,66.46373,68.318665,61.526215,62.93696,67.07094,62.23697,57.493828,57.757286,61.192776,53.54719,59.283707,65.482735,49.04373,67.67241,65.61187,57.701176,62.716953,60.01574,66.14995,64.913414,52.999645,62.936314,58.97186,60.41416,56.359142,68.740685,65.20031,56.301144,53.326946,58.071636,62.172512,61.20103,66.26566,63.9496,64.84785,61.634277,53.053505,59.021507,65.300446,59.742386,62.515453,58.406258,54.85094,59.383278,61.54524,56.72156,58.821445,55.302685
61.599827,52.965282,57.790756,60.554432,68.52296,54.45944,64.8802,66.99743,56.856728,58.61243,54.818455,58.982693,59.81705,63.29825,65.45092,56.25952,50.163376,59.893776,61.46769,61.24709,58.366634,60.62376,67.577225,61.908672,58.13316,57.499012,59.150738,68.1837,59.083496,59.901028,57.588432,65.49492,69.79919,62.253067,60.413864,60.183914,48.078465,63.725754,60.670834,62.14171,56.442688,58.077717,57.944874,65.108116,58.1062,70.4133,62.154312,53.621586,59.35727,56.741623,49.028088,67.99735,63.515713,62.666035,60.82702,53.089912,57.581913,64.2089,54.7439,47.341152,58.86447,59.291214,60.67782,63.642593,63.18803,61.29385,65.97765,52.40515,62.522907,63.13269,53.80219,52.485645,56.27029,56.69229,63.767097,56.927307,55.718258,56.94183,65.59316,60.065216,59.103745,59.449974,66.460304,56.254143,66.577545,61.052483,59.197903,72.5045,54.7218,58.23157,53.837845,64.76231,68.445946,68.34962,66.11974,59.011898,58.173794,51.64415,70.17937,62.34489,57.540215,66.64028,55.136177,62.03311,59.136856,63.193386,59.682133,52.74536,60.37788,65.24432,59.853916,63.875576,54.772354,59.868694,56.87745,63.734905,60.15746,63.450367,65.43855,63.45809,61.365593,55.008938,59.98607,57.33455,58.27968,58.12733,55.100372,50.213306,56.659286,60.966896,53.259113,60.07841,69.50134,65.11528,68.217705,61.95564,65.83755,56.380177,56.778297,46.3043,65.930725,67.70162,57.234116,58.73024,56.23069,61.91327,65.624664,51.28614,62.04719,58.616642,60.56697,62.29497,59.058987,59.482067,58.930626,64.85158,62.0938,61.102917,53.64524,58.1071,64.49335,60.188484,63.297657,68.83256,65.19303,60.46579,57.445053,47.23225,59.158077,58.369938,61.95183,59.230473,58.398075,51.103004,55.30016,62.383255,68.57954,59.512375,61.639057,64.76239,55.94553,61.834072,56.29755,64.32412,60.757015,61.49226,56.087006,63.53516,70.42356,54.96044,58.301205,61.15804,63.93203,57.202267,45.83485,66.795944,63.802532,51.285263,56.962154,67.84091
52.724728,61.509804,57.262962,69.34302,60.174038,55.989002,54.264202,65.449524,57.14408,60.219143,64.779015,57.57871,59.770355,59.917156,63.416622,62.95372,58.899433,60.318245,58.141106,52.61194,61.288006,69.46096,55.581406,56.13485,55.646362,63.62296,62.242428,59.20731,55.409904,60.461884,52.176888,60.717133,64.35762,53.744003,52.33741,67.89719,56.9412,65.67974,59.23001,59.190228,62.192062,55.580006,60.662487,58.092552,53.397533,61.687412,58.68346,59.214874,53.949196,67.957,64.38357,64.82078,58.47278,51.354084,69.76459,59.69451,56.256,62.084007,65.8356,59.884747,66.392876,65.415,54.618095,56.63105,64.78769,46.436935,59.25272,52.845844,57.61723,58.5059,58.20878,57.238693,54.514282,71.45956,69.33731,54.18967,67.91058,58.002674,60.64594,59.68363,56.701256,64.91926,60.629433,57.617245,53.477055,55.532024,51.7931,60.06112,54.01667,58.6722,66.85051,65.9965,59.838615,59.564575,69.399376,62.60378,58.36097,52.86991,61.969368,64.14662,56.841743,61.456013,58.182133,59.079838,47.56089,58.891094,64.84685,56.842987,60.26263,56.220245,61.802208,58.917385,55.30379,66.66276,64.64466,56.975468,62.48894,62.68706,63.211506,51.52872,65.033035,57.151505,58.21086,73.18941,61.509365,58.068386,48.97353,66.94882,53.273952,54.982807,58.34324,67.08206,63.8662,59.21081,61.541462,56.99807,60.69827,60.366684,64.84385,64.83589,62.469887,58.188263,63.70911,59.540157,54.590427,57.983562,60.422634,64.55108,59.08236,53.954006,60.283707,60.56728,60.929188,64.59936,65.09462,57.028946,56.91928,54.799007,63.49408,67.2441,58.42459,58.792847,67.333916,62.52779,62.18118,54.045418,63.39364,55.354317,54.3299,58.266144,57.071037,58.892002,52.795094,64.79408,65.63843,50.263287,64.89229,55.947357,64.284874,59.65777,60.14388,59.074512,66.060646,53.80206,63.0392,65.50665,63.5817,71.6235,57.355267,64.78652,59.469547,66.16703,59.961555,58.06062,66.53036,57.54219,52.93637,57.415764,63.095165,66.9602
